"council","acc_year","acc_month","acc_nos","acc_vehicles","acc_persons","acc_cyclists","acc_females","acc_males","acc_deaths","acc_injs","acc_avgage","acc_avgsev","acc_lat","acc_long"
"Maroondah","2007","9","9","16","22","1","8","14","0","13","31.545454545","2.555555555","-37.80937560938074","145.2629442545723"
"Maroondah","2007","10","20","38","57","0","18","38","0","29","38.678571428","2.650000000","-37.811651657896064","145.2481508060101"
"Maroondah","2007","11","16","33","42","0","14","23","0","22","31.394736842","2.750000000","-37.81171659016691","145.2556090513294"
"Maroondah","2007","12","18","35","55","1","20","34","1","20","31.814814814","2.555555555","-37.812249534477964","145.26620285356486"
"Maroondah","2008","1","8","15","20","0","9","8","0","9","40.058823529","2.625000000","-37.81601701258254","145.2396574424879"
"Maroondah","2008","2","18","34","50","0","17","29","0","23","34.000000000","2.500000000","-37.814116931329586","145.2526016335679"
"Maroondah","2008","3","23","41","54","1","20","33","1","26","33.907407407","2.608695652","-37.81629449811603","145.26488628040295"
"Maroondah","2008","4","14","37","54","2","29","24","0","23","31.944444444","2.857142857","-37.80783852921326","145.26735879400138"
"Maroondah","2008","5","25","41","60","2","22","33","0","38","39.160714285","2.600000000","-37.81479285715355","145.2706943429598"
"Maroondah","2008","6","23","46","58","2","21","31","0","32","32.545454545","2.391304347","-37.81360817864755","145.26961616292638"
"Maroondah","2008","7","22","40","53","1","20","28","0","26","41.408163265","2.590909090","-37.81207922224471","145.25183591105022"
"Maroondah","2008","8","26","49","70","3","30","31","0","31","32.716417910","2.653846153","-37.80851682283749","145.2503722171863"
"Maroondah","2008","9","28","56","72","2","31","37","0","38","37.362318840","2.642857142","-37.80886182737532","145.25960353352085"
"Maroondah","2008","10","17","30","43","1","15","21","0","22","35.769230769","2.411764705","-37.80012098678287","145.2523173856574"
"Maroondah","2008","11","13","25","43","1","21","19","0","17","32.928571428","2.615384615","-37.810328261941315","145.26950273297206"
"Maroondah","2008","12","18","31","43","0","15","24","0","21","36.692307692","2.777777777","-37.810399110523434","145.26312047035879"
"Maroondah","2009","1","18","38","45","0","18","25","0","22","34.577777777","2.666666666","-37.808385204980205","145.25368447576025"
"Maroondah","2009","2","13","22","32","0","15","14","0","15","40.200000000","2.461538461","-37.8133114709357","145.2655399618034"
"Maroondah","2009","3","26","57","70","2","31","33","0","35","35.984615384","2.730769230","-37.80769103885912","145.26351065014697"
"Maroondah","2009","4","18","32","42","2","20","15","0","25","29.902439024","2.722222222","-37.80657012460168","145.2626424468698"
"Maroondah","2009","5","19","36","50","3","28","20","0","29","33.102040816","2.789473684","-37.814854874686176","145.25938071772157"
"Maroondah","2009","6","22","43","49","4","17","28","0","24","33.347826086","2.454545454","-37.80835877910884","145.26128585161848"
"Maroondah","2009","7","19","36","47","1","22","22","0","28","38.000000000","2.526315789","-37.81147037999936","145.25505600730366"
"Maroondah","2009","8","20","37","62","0","37","21","0","26","33.516666666","2.800000000","-37.80801155149064","145.2503782847174"
"Maroondah","2009","9","18","36","46","2","25","19","0","22","34.311111111","2.666666666","-37.8135101301723","145.24030134563966"
"Maroondah","2009","10","23","43","60","5","16","38","0","29","33.175438596","2.608695652","-37.80796894357827","145.2572833935617"
"Maroondah","2009","11","20","34","44","1","21","22","0","24","38.136363636","2.600000000","-37.80540493221444","145.2611436526984"
"Maroondah","2009","12","14","28","41","0","20","16","1","22","32.025641025","2.500000000","-37.81786901891279","145.2489336045149"
"Maroondah","2010","1","16","31","38","2","20","18","0","20","41.289473684","2.625000000","-37.79914401450304","145.26377969308072"
"Maroondah","2010","2","22","42","52","2","25","22","0","26","34.115384615","2.681818181","-37.80805382867153","145.25999177362326"
"Maroondah","2010","3","21","44","66","2","30","30","0","34","32.984615384","2.666666666","-37.80826497417921","145.25337449644562"
"Maroondah","2010","4","14","25","29","1","12","14","0","15","35.896551724","2.428571428","-37.813176194359066","145.26335553827704"
"Maroondah","2010","5","15","34","38","0","15","22","0","19","36.135135135","2.533333333","-37.80965086237633","145.24994268952418"
"Maroondah","2010","6","25","41","52","1","15","32","0","31","35.285714285","2.720000000","-37.81164951536265","145.2618552478453"
"Maroondah","2010","7","22","44","62","0","23","33","0","27","34.966101694","2.772727272","-37.805154694349206","145.26492041750444"
"Maroondah","2010","8","22","36","50","0","17","25","1","26","39.227272727","2.545454545","-37.810766100083136","145.25369928202673"
"Maroondah","2010","9","15","28","35","1","11","17","0","18","31.969696969","2.800000000","-37.81009562155858","145.26460643476523"
"Maroondah","2010","10","20","33","44","3","16","24","0","21","26.756097560","2.750000000","-37.80626259742283","145.2606517321032"
"Maroondah","2010","11","13","22","29","0","13","16","0","16","33.172413793","2.769230769","-37.80928324681902","145.2580363915238"
"Maroondah","2010","12","19","31","40","0","19","15","0","20","27.250000000","2.842105263","-37.807599258405254","145.2627561723147"
"Maroondah","2011","1","12","24","33","2","8","21","0","13","36.437500000","2.500000000","-37.80577062861338","145.25460404476476"
"Maroondah","2011","2","19","39","49","1","21","25","0","26","33.382978723","2.789473684","-37.81145136782272","145.25872261687354"
"Maroondah","2011","3","21","41","94","2","45","42","2","37","25.569892473","2.666666666","-37.80218839687342","145.25942871205385"
"Maroondah","2011","4","20","41","60","0","27","25","0","35","34.810344827","2.750000000","-37.81088119262807","145.25542970738823"
"Maroondah","2011","5","22","41","49","3","14","31","0","29","40.869565217","2.818181818","-37.81044042222307","145.26248511573667"
"Maroondah","2011","6","14","28","42","2","17","20","0","22","35.410256410","2.714285714","-37.802504409582944","145.25699369792366"
"Maroondah","2011","7","33","58","87","0","38","40","1","39","34.987804878","2.727272727","-37.812616448485024","145.25397989027215"
"Maroondah","2011","8","27","56","72","2","36","35","0","37","36.500000000","2.777777777","-37.809066926718856","145.2596050684769"
"Maroondah","2011","9","20","39","48","0","16","26","0","25","35.933333333","2.700000000","-37.80712800313814","145.25384823507312"
"Maroondah","2011","10","24","41","54","2","23","27","0","33","36.568627450","2.458333333","-37.80623713806091","145.26286628217318"
"Maroondah","2011","11","20","40","55","1","20","26","2","23","36.235294117","2.700000000","-37.81076435964515","145.26339305881146"
"Maroondah","2011","12","17","32","39","1","18","18","0","20","38.189189189","2.647058823","-37.80108141915651","145.2757781818162"
"Maroondah","2012","1","16","29","36","0","19","15","0","19","37.735294117","2.812500000","-37.81289459737038","145.26189886687214"
"Maroondah","2012","2","25","53","59","2","21","37","0","28","37.068965517","2.880000000","-37.81099041332217","145.2585434665416"
"Maroondah","2012","3","17","32","48","1","23","23","0","23","37.297872340","2.823529411","-37.810152715539594","145.25694052030747"
"Maroondah","2012","4","15","29","41","0","19","21","2","19","39.600000000","2.466666666","-37.80973268574034","145.24719392483047"
"Maroondah","2012","5","22","47","66","2","31","30","0","30","32.951612903","2.727272727","-37.80538899441343","145.2551922031716"
"Maroondah","2012","6","23","52","67","1","30","33","0","33","37.938461538","2.608695652","-37.805009546205696","145.2545307087753"
"Maroondah","2012","7","23","43","53","1","22","26","0","28","34.300000000","2.652173913","-37.805800353026015","145.26189352563105"
"Maroondah","2012","8","18","35","46","0","18","25","0","25","31.066666666","2.833333333","-37.807585759440336","145.2753670784794"
"Maroondah","2012","9","16","30","41","1","14","24","0","23","34.256410256","2.812500000","-37.80468529359716","145.25953339123896"
"Maroondah","2012","10","10","20","23","2","10","12","1","12","33.869565217","2.600000000","-37.807612652278706","145.2539761689806"
"Maroondah","2012","11","23","49","73","1","33","33","0","33","34.257142857","2.739130434","-37.80946639096113","145.2600149757633"
"Maroondah","2012","12","19","37","51","1","16","34","1","23","40.760000000","2.473684210","-37.80887342529058","145.2585380013846"
"Maroondah","2013","1","15","34","39","0","13","19","0","16","38.486486486","2.733333333","-37.810806459951436","145.26388872701398"
"Maroondah","2013","2","21","41","43","2","18","23","0","23","41.166666666","2.714285714","-37.80487571210041","145.25406647161523"
"Maroondah","2013","3","7","13","17","2","5","10","0","8","40.000000000","2.571428571","-37.813711374458464","145.23897525931224"
"Maroondah","2013","4","12","27","43","0","22","18","0","20","31.439024390","2.666666666","-37.81426913386727","145.25250666791985"
"Maroondah","2013","5","17","32","38","1","17","17","0","17","33.361111111","2.764705882","-37.806373451951","145.266704534333"
"Maroondah","2013","6","23","38","45","1","16","23","0","27","41.780487804","2.478260869","-37.80974286539473","145.25593897026775"
"Melbourne","2006","1","81","155","247","10","98","131","0","104","30.827731092","2.654320987","-37.81333028601007","144.95854512205236"
"Melbourne","2006","2","63","116","149","17","46","87","0","73","31.274647887","2.746031746","-37.807869688823956","144.95582925619624"
"Melbourne","2006","3","82","152","231","21","67","132","0","99","31.764976958","2.573170731","-37.81089731175836","144.9611856244403"
"Melbourne","2006","4","64","114","176","14","55","97","0","80","28.055900621","2.671875000","-37.81153704398286","144.96298256151132"
"Melbourne","2006","5","67","117","168","11","60","85","0","82","33.668831168","2.522388059","-37.81147937409049","144.96039986917162"
"Melbourne","2006","6","53","101","151","9","55","71","1","60","30.370370370","2.547169811","-37.814017597091876","144.9660682802935"
"Melbourne","2006","7","60","110","162","9","52","83","3","75","32.671232876","2.533333333","-37.81253799724954","144.9571909330793"
"Melbourne","2006","8","62","115","157","12","48","91","1","68","32.734265734","2.629032258","-37.80912851883711","144.96025380809908"
"Melbourne","2006","9","64","111","168","13","45","91","0","85","30.466216216","2.531250000","-37.812363275717864","144.95932883991338"
"Melbourne","2006","10","55","101","142","10","32","74","0","64","31.144000000","2.490909090","-37.815663216316544","144.96154583421702"
"Melbourne","2006","11","59","99","135","10","30","70","0","70","30.310344827","2.593220338","-37.8143052935195","144.95959177780756"
"Melbourne","2006","12","77","138","220","13","77","110","0","100","30.497536945","2.558441558","-37.81363925887963","144.9597408080434"
"Melbourne","2007","1","61","110","193","12","74","101","1","86","35.005494505","2.606557377","-37.815173434879796","144.9609222287553"
"Melbourne","2007","2","75","130","197","14","55","115","0","92","33.813559322","2.626666666","-37.81361164428396","144.96173287526972"
"Melbourne","2007","3","66","121","175","10","62","85","3","79","34.705128205","2.545454545","-37.81010828078162","144.9611147457295"
"Melbourne","2007","4","58","103","154","16","50","80","1","68","30.714285714","2.465517241","-37.81776960161382","144.9616116383623"
"Melbourne","2007","5","86","147","225","17","62","121","3","97","34.395939086","2.593023255","-37.81653870158836","144.96101562648707"
"Melbourne","2007","6","53","92","148","6","45","74","1","74","31.277777777","2.528301886","-37.81402646620029","144.9633749244252"
"Melbourne","2007","7","68","117","170","10","46","89","0","87","30.609589041","2.676470588","-37.812465268488054","144.96157643332032"
"Melbourne","2007","8","55","105","133","16","44","63","1","70","31.550000000","2.618181818","-37.81295361699249","144.96096048616775"
"Melbourne","2007","9","63","120","184","18","54","109","1","92","33.302325581","2.523809523","-37.8136679867885","144.9640610756887"
"Melbourne","2007","10","64","117","164","21","59","82","0","73","30.573333333","2.593750000","-37.81496674574891","144.96606744995012"
"Melbourne","2007","11","65","118","151","18","52","65","0","73","29.166666666","2.553846153","-37.8127608179931","144.96169732618358"
"Melbourne","2007","12","58","106","141","21","46","77","1","68","36.874015748","2.465517241","-37.813934746079774","144.9665215053224"
"Melbourne","2008","1","49","91","141","9","49","77","2","54","34.533834586","2.551020408","-37.81132212677735","144.95632168760284"
"Melbourne","2008","2","58","99","137","18","49","71","0","74","33.269841269","2.603448275","-37.814619893708304","144.96161936720927"
"Melbourne","2008","3","69","121","172","15","51","94","0","79","33.493506493","2.579710144","-37.81283134768245","144.96073800934434"
"Melbourne","2008","4","80","161","218","20","73","117","1","89","35.090909090","2.537500000","-37.81520133412902","144.96014067091772"
"Melbourne","2008","5","74","148","191","17","57","112","2","87","32.111731843","2.486486486","-37.81216888833227","144.9609991018441"
"Melbourne","2008","6","68","121","156","20","45","82","0","74","35.388489208","2.514705882","-37.80969636500769","144.95629286053813"
"Melbourne","2008","7","60","107","159","13","45","93","0","70","32.863013698","2.500000000","-37.81661917884707","144.96330769607442"
"Melbourne","2008","8","74","133","181","13","53","96","0","86","31.925465838","2.540540540","-37.813048474815986","144.96287165548145"
"Melbourne","2008","9","64","113","163","10","45","87","1","71","34.622377622","2.531250000","-37.81223257381676","144.96157970963543"
"Melbourne","2008","10","76","135","193","24","68","101","2","98","33.095505617","2.473684210","-37.81189257189751","144.95907667894593"
"Melbourne","2008","11","85","165","227","25","75","120","0","100","30.612149532","2.576470588","-37.816543698259174","144.96384985554909"
"Melbourne","2008","12","66","115","155","11","45","78","1","73","31.755555555","2.515151515","-37.81185075171966","144.95917872010818"
"Melbourne","2009","1","66","122","184","15","54","107","1","78","32.609195402","2.560606060","-37.811744437293626","144.9569844384373"
"Melbourne","2009","2","75","128","174","20","47","94","0","80","30.824675324","2.600000000","-37.81289789047579","144.96108880660708"
"Melbourne","2009","3","71","136","177","28","58","94","0","81","31.757575757","2.492957746","-37.81100611206885","144.96123528542353"
"Melbourne","2009","4","77","131","197","16","65","95","1","87","31.197674418","2.558441558","-37.81173203306546","144.96152656647078"
"Melbourne","2009","5","56","116","152","14","45","92","0","67","34.909090909","2.678571428","-37.81111813539655","144.96016647874868"
"Melbourne","2009","6","62","106","155","18","49","77","0","65","35.992805755","2.709677419","-37.813647887112005","144.96379031762376"
"Melbourne","2009","7","81","145","178","22","44","112","0","85","33.926380368","2.691358024","-37.81206315562158","144.96192729298278"
"Melbourne","2009","8","59","104","155","14","40","84","0","72","32.149253731","2.745762711","-37.81058101793878","144.96132170417164"
"Melbourne","2009","9","72","128","180","21","60","92","0","80","31.560240963","2.708333333","-37.808378102679185","144.954864250685"
"Melbourne","2009","10","67","113","158","23","47","82","0","77","34.268115942","2.701492537","-37.81360278489809","144.96360006151008"
"Melbourne","2009","11","66","115","164","15","48","94","0","81","36.046666666","2.621212121","-37.81153495469139","144.95858540510181"
"Melbourne","2009","12","67","123","189","10","52","101","0","85","32.885542168","2.611940298","-37.81083836916225","144.9564930510827"
"Melbourne","2010","1","59","111","159","21","44","86","1","73","35.848275862","2.711864406","-37.80940988552751","144.96274775865703"
"Melbourne","2010","2","65","117","158","21","44","86","1","79","33.631944444","2.692307692","-37.81043107862919","144.9601167011262"
"Melbourne","2010","3","89","167","229","26","65","131","0","100","32.146919431","2.730337078","-37.813586912347674","144.96223684225052"
"Melbourne","2010","4","66","119","168","17","53","93","0","87","36.214765100","2.696969696","-37.81021642409977","144.95722085962547"
"Melbourne","2010","5","74","144","204","24","59","110","0","89","32.801075268","2.783783783","-37.81287882674309","144.96077537658158"
"Melbourne","2010","6","64","116","157","16","52","85","1","81","32.708333333","2.593750000","-37.81481646292141","144.96092298226668"
"Melbourne","2010","7","63","117","161","19","50","92","0","69","33.391891891","2.746031746","-37.81216210663469","144.9589512863597"
"Melbourne","2010","8","63","115","163","18","50","86","0","73","31.442953020","2.666666666","-37.81221874420554","144.96042419413288"
"Melbourne","2010","9","76","142","191","17","57","101","1","89","32.017441860","2.631578947","-37.812218901704576","144.9541630941589"
"Melbourne","2010","10","72","123","166","23","40","91","0","79","33.216216216","2.763888888","-37.81278890587418","144.9586715159025"
"Melbourne","2010","11","70","122","166","22","48","91","0","80","32.688741721","2.628571428","-37.811660403402634","144.9585388233423"
"Melbourne","2010","12","77","138","196","16","56","98","0","92","30.552325581","2.688311688","-37.81535507068491","144.96044420685274"
"Melbourne","2011","1","68","128","184","18","65","84","0","84","32.481481481","2.661764705","-37.81532497797802","144.9609345047015"
"Melbourne","2011","2","61","114","140","29","53","71","0","67","34.609022556","2.672131147","-37.80934279086541","144.95770879675615"
"Melbourne","2011","3","81","147","188","32","50","106","1","94","30.832369942","2.728395061","-37.81076428340043","144.95774433430236"
"Melbourne","2011","4","67","121","157","18","42","90","0","76","34.620689655","2.776119402","-37.81388497932561","144.96112371806785"
"Melbourne","2011","5","91","156","227","21","69","118","1","95","34.494949494","2.670329670","-37.81343412283408","144.96126861305365"
"Melbourne","2011","6","70","126","167","15","41","91","1","77","36.739726027","2.628571428","-37.81431865759283","144.96016672077369"
"Melbourne","2011","7","76","143","174","23","55","101","0","82","35.658385093","2.763157894","-37.81284010010519","144.9548372309778"
"Melbourne","2011","8","65","116","166","16","48","89","2","78","31.660000000","2.615384615","-37.813787862466334","144.95734108123597"
"Melbourne","2011","9","85","153","197","34","58","108","1","91","35.505681818","2.647058823","-37.80949500799827","144.96141377142118"
"Melbourne","2011","10","81","148","206","22","70","105","0","86","32.026178010","2.691358024","-37.813339191905186","144.96354822508656"
"Melbourne","2011","11","79","143","213","22","67","113","0","86","31.750000000","2.797468354","-37.81385242364753","144.96056115668938"
"Melbourne","2011","12","85","156","216","29","69","120","1","96","32.750000000","2.682352941","-37.812992954166845","144.95792348165295"
"Melbourne","2012","1","66","117","170","18","58","92","0","81","35.326923076","2.787878787","-37.81465013341977","144.95994820988005"
"Melbourne","2012","2","67","138","168","30","52","95","0","75","35.203821656","2.746268656","-37.81317715562322","144.96241909714132"
"Melbourne","2012","3","93","179","233","31","65","136","1","113","36.242990654","2.666666666","-37.81279506795638","144.96086616907587"
"Melbourne","2012","4","77","151","202","20","74","108","1","82","34.427835051","2.636363636","-37.81305842682473","144.9601561156672"
"Melbourne","2012","5","85","160","215","18","66","119","0","99","35.181818181","2.705882352","-37.80970731468131","144.95756103213165"
"Melbourne","2012","6","66","117","165","16","49","88","0","82","32.349315068","2.833333333","-37.81126322836435","144.9564328557075"
"Melbourne","2012","7","70","126","182","9","62","92","0","95","35.036363636","2.728571428","-37.81355885191598","144.95811450186736"
"Melbourne","2012","8","57","100","130","9","43","71","0","64","34.500000000","2.684210526","-37.8134338939005","144.96035609750408"
"Melbourne","2012","9","61","118","148","22","47","79","0","69","35.000000000","2.721311475","-37.810740177866776","144.9553365146352"
"Melbourne","2012","10","74","139","181","16","65","95","1","80","33.828402366","2.675675675","-37.81594138293709","144.96144553487454"
"Melbourne","2012","11","64","128","169","16","57","92","0","75","32.679245283","2.625000000","-37.81106039747361","144.95759514435127"
"Melbourne","2012","12","71","121","171","15","51","89","1","87","34.006622516","2.732394366","-37.815935725758045","144.96097381186286"
"Melbourne","2013","1","49","88","112","12","37","58","0","58","35.300000000","2.693877551","-37.81021463424026","144.96007739237987"
"Melbourne","2013","2","89","158","208","27","55","109","0","100","35.178770949","2.741573033","-37.810600698655286","144.96132409256575"
"Melbourne","2013","3","96","181","238","39","79","131","0","108","36.893333333","2.708333333","-37.810817381792596","144.9562986698403"
"Melbourne","2013","4","57","105","138","20","43","84","0","62","35.431818181","2.666666666","-37.812794564528524","144.9594511367827"
"Melbourne","2013","5","80","141","177","20","60","94","0","88","32.060240963","2.587500000","-37.81282028677384","144.9593094826969"
"Melbourne","2013","6","73","130","178","19","40","110","1","78","36.154838709","2.589041095","-37.81146237248856","144.95871592354962"
"Melton","2006","1","10","14","22","1","8","13","2","11","32.428571428","2.400000000","-37.675912399799095","144.5992180265911"
"Melton","2006","2","10","21","30","2","12","18","0","14","36.200000000","2.400000000","-37.719143850122244","144.67766886648153"
"Melton","2006","3","12","22","29","0","9","18","0","19","35.931034482","2.250000000","-37.724033329238736","144.65417989936674"
"Melton","2006","4","18","31","42","0","21","18","0","25","27.928571428","2.555555555","-37.70894776843713","144.64607847305626"
"Melton","2006","5","11","18","24","1","10","13","1","12","33.652173913","2.454545454","-37.69563195105844","144.62866115172835"
"Melton","2006","6","10","16","25","0","9","12","0","13","32.458333333","2.300000000","-37.70240256515525","144.62185614933452"
"Melton","2006","7","8","13","21","0","6","13","0","14","28.190476190","2.625000000","-37.69992954212805","144.64690858431487"
"Melton","2006","8","11","23","31","0","10","15","0","12","33.275862068","2.545454545","-37.71921361955972","144.67598016282957"
"Melton","2006","9","13","23","36","0","19","14","0","28","29.500000000","2.307692307","-37.719395070830984","144.63507811841575"
"Melton","2006","10","12","24","39","0","15","17","0","18","22.837837837","2.333333333","-37.71173446887707","144.64511157072272"
"Melton","2006","11","11","15","20","1","1","18","0","15","31.473684210","2.272727272","-37.72088719472826","144.66812590241295"
"Melton","2006","12","8","14","17","1","5","11","0","8","29.470588235","2.625000000","-37.710759367064234","144.65082234138018"
"Melton","2007","1","14","28","35","3","11","21","0","18","32.142857142","2.428571428","-37.709931844765315","144.66944644189329"
"Melton","2007","2","11","21","27","1","10","17","0","14","28.629629629","2.454545454","-37.7193741260565","144.6614037528335"
"Melton","2007","3","13","22","36","0","15","20","0","18","32.694444444","2.384615384","-37.71330971866324","144.6906109240556"
"Melton","2007","4","13","27","39","1","15","22","1","21","35.631578947","2.076923076","-37.72435345288613","144.68632564636485"
"Melton","2007","5","14","26","30","1","9","19","0","19","33.000000000","2.428571428","-37.70629441319058","144.67015680656814"
"Melton","2007","6","11","17","23","1","7","13","0","11","26.619047619","2.454545454","-37.692952386309166","144.6274310277921"
"Melton","2007","7","14","26","33","0","11","20","0","22","36.090909090","2.571428571","-37.693779518487936","144.6596327733483"
"Melton","2007","8","6","8","10","0","3","6","0","6","29.900000000","2.666666666","-37.70956798757937","144.69022226371078"
"Melton","2007","9","13","21","22","0","6","15","0","14","26.818181818","2.538461538","-37.71449782730634","144.6642048541603"
"Melton","2007","10","15","27","52","1","15","30","2","32","27.538461538","2.266666666","-37.71176569177953","144.65532294680654"
"Melton","2007","11","13","23","32","0","13","18","0","22","30.354838709","2.615384615","-37.6903273570665","144.64066716957734"
"Melton","2007","12","12","17","32","0","9","19","4","12","28.241379310","1.916666666","-37.711806778909","144.62266255519896"
"Melton","2008","1","12","17","26","1","8","17","0","16","25.480000000","2.250000000","-37.70597209701079","144.7090631945849"
"Melton","2008","2","15","24","38","3","15","20","0","20","32.638888888","2.533333333","-37.70039119756803","144.6409376889257"
"Melton","2008","3","9","15","21","1","6","12","0","10","31.736842105","2.888888888","-37.693840723546366","144.6360087958532"
"Melton","2008","4","16","27","29","2","10","15","0","18","31.500000000","2.375000000","-37.699707240159675","144.6672784001479"
"Melton","2008","5","10","17","29","1","9","19","0","15","30.275862068","2.500000000","-37.68229608613232","144.61307427263174"
"Melton","2008","6","20","33","117","0","43","71","0","28","32.434782608","2.650000000","-37.71556276693649","144.6787905262803"
"Melton","2008","7","12","18","25","0","10","13","0","14","32.541666666","2.750000000","-37.70872924594491","144.6192613596019"
"Melton","2008","8","14","30","47","1","15","30","1","18","33.934782608","2.142857142","-37.71371646479967","144.67703961847832"
"Melton","2008","9","11","19","23","1","5","17","0","13","34.391304347","2.636363636","-37.72882031844308","144.68331771931057"
"Melton","2008","10","21","38","55","0","16","32","0","24","27.640000000","2.333333333","-37.70572861526106","144.63789843304124"
"Melton","2008","11","24","41","62","0","17","41","1","34","30.866666666","2.375000000","-37.69006496962379","144.63568565310806"
"Melton","2008","12","24","33","56","1","19","35","2","35","31.309090909","2.291666666","-37.723366748424006","144.63784400749816"
"Melton","2009","1","15","23","31","0","9","22","2","16","26.483870967","2.200000000","-37.69750740637186","144.6816816811206"
"Melton","2009","2","13","25","42","1","13","24","0","16","25.634146341","2.615384615","-37.71745994093672","144.68455137031373"
"Melton","2009","3","14","26","34","2","13","19","1","15","28.593750000","2.500000000","-37.70007954843318","144.64210238349276"
"Melton","2009","4","13","21","26","0","9","16","1","15","31.720000000","2.307692307","-37.713310181983566","144.67657270004202"
"Melton","2009","5","15","26","31","0","13","17","1","17","33.233333333","2.266666666","-37.72559205947638","144.6578373662986"
"Melton","2009","6","12","21","34","0","16","17","1","18","33.176470588","2.416666666","-37.688882196032445","144.63572704178037"
"Melton","2009","7","18","30","48","1","18","28","0","29","32.065217391","2.500000000","-37.70667457061003","144.62553164270173"
"Melton","2009","8","14","26","45","1","15","20","0","20","24.780487804","2.571428571","-37.72002988616026","144.6794186577294"
"Melton","2009","9","14","27","62","1","28","26","0","26","24.393442622","2.714285714","-37.6946718583237","144.60264303636993"
"Melton","2009","10","14","21","31","0","12","19","0","24","33.387096774","2.500000000","-37.710845097322085","144.6669277937566"
"Melton","2009","11","21","32","42","0","13","24","1","23","24.634146341","2.523809523","-37.70153234827097","144.64966776526612"
"Melton","2009","12","10","16","20","1","6","12","0","13","31.850000000","2.700000000","-37.7289702802162","144.66713217130967"
"Melton","2010","1","22","34","69","2","30","35","0","31","29.184615384","2.818181818","-37.711778361221114","144.64797259153272"
"Melton","2010","2","14","26","40","2","15","20","0","15","31.540540540","2.857142857","-37.701631006789356","144.6589845827443"
"Melton","2010","3","21","36","48","3","21","27","0","30","32.833333333","2.619047619","-37.7107165475879","144.66143015802922"
"Melton","2010","4","10","20","27","1","8","18","1","11","33.961538461","2.700000000","-37.69023282370251","144.64451832339665"
"Melton","2010","5","19","32","36","0","14","21","3","22","32.742857142","2.473684210","-37.7122370158596","144.6479589381475"
"Melton","2010","6","16","28","38","1","13","23","0","16","35.447368421","2.625000000","-37.71164587146523","144.64191978535837"
"Melton","2010","7","16","30","44","1","14","26","0","20","29.302325581","2.750000000","-37.70200675113073","144.6516606854707"
"Melton","2010","8","13","23","32","0","9","18","0","14","35.535714285","2.538461538","-37.70455778027573","144.62083875695004"
"Melton","2010","9","12","19","27","0","5","17","0","14","32.083333333","2.583333333","-37.690182927619574","144.6437847989225"
"Melton","2010","10","23","33","58","0","19","32","0","31","30.018518518","2.565217391","-37.71112126505969","144.6661751686929"
"Melton","2010","11","21","35","42","1","14","24","0","25","34.682926829","2.619047619","-37.691889653721965","144.6311390901045"
"Melton","2010","12","17","32","44","1","14","29","2","24","33.954545454","2.529411764","-37.70813013335937","144.64588330859803"
"Melton","2011","1","16","28","48","1","18","25","1","23","27.500000000","2.625000000","-37.710753931318564","144.65577422534614"
"Melton","2011","2","15","24","37","0","19","16","0","19","33.750000000","2.733333333","-37.72317657559894","144.66770437261852"
"Melton","2011","3","18","31","45","0","21","22","1","18","31.844444444","2.611111111","-37.715496131495755","144.67771734962653"
"Melton","2011","4","15","29","49","0","23","25","1","23","30.204081632","2.200000000","-37.69933322398638","144.61024537170886"
"Melton","2011","5","24","41","63","2","22","37","1","26","37.116666666","2.583333333","-37.710453769258685","144.66816929167052"
"Melton","2011","6","17","29","47","0","17","25","0","22","30.822222222","2.411764705","-37.69076510956923","144.6398411670431"
"Melton","2011","7","9","20","25","0","7","18","0","15","36.520000000","2.666666666","-37.71715134589803","144.69620826764424"
"Melton","2011","8","17","31","51","1","21","28","0","31","26.882352941","2.588235294","-37.6904708327517","144.6578641124115"
"Melton","2011","9","12","17","28","0","12","14","2","13","30.000000000","2.250000000","-37.70010932614586","144.63497574098116"
"Melton","2011","10","19","34","47","1","14","30","0","23","36.391304347","2.578947368","-37.712623770049035","144.65892422283463"
"Melton","2011","11","19","31","43","0","14","22","0","26","32.050000000","2.631578947","-37.69897152058421","144.6205547300346"
"Melton","2011","12","12","25","31","2","11","18","1","14","31.419354838","2.583333333","-37.713173676672284","144.68136085745087"
"Melton","2012","1","17","27","35","1","16","18","0","22","29.314285714","2.529411764","-37.7076860425874","144.65681181172764"
"Melton","2012","2","12","35","43","1","15","27","1","14","34.976744186","2.500000000","-37.696419488887535","144.64769887697693"
"Melton","2012","3","16","24","32","1","19","11","1","17","32.433333333","2.500000000","-37.718672906504665","144.65195279980622"
"Melton","2012","4","17","31","43","0","20","19","1","23","33.975609756","2.705882352","-37.71081447391758","144.639847765618"
"Melton","2012","5","10","15","18","1","5","12","0","10","34.888888888","2.700000000","-37.729457082325006","144.66729248241134"
"Melton","2012","6","19","35","58","1","22","32","0","31","31.035714285","2.842105263","-37.72438522639851","144.68367533427892"
"Melton","2012","7","19","29","40","1","13","27","0","26","30.475000000","2.789473684","-37.71094549784796","144.64028379830194"
"Melton","2012","8","18","35","48","0","17","27","0","22","33.361702127","2.500000000","-37.70131329910573","144.6654518202257"
"Melton","2012","9","12","21","29","0","11","17","0","14","34.142857142","2.583333333","-37.69987954244837","144.63895084219726"
"Melton","2012","10","13","23","38","0","14","24","2","24","30.078947368","2.230769230","-37.69695495119832","144.6647516948666"
